SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,149 Cotton Ln,Levittown,NY,11756,489000,3,1.0,Levittown,1050,10500,1950,63,466,,Active,,,https://www.redfin.com/NY/Levittown/149-Cotton-Ln-11756/home/20315215,OneKey,3441740,N,Y,40.7180353,-73.50035
MLS Listing,,Single Family Residential,11 Clay Ln,Levittown,NY,11756,625000,4,2.0,Levittown,,10600,1948,63,,,Active,January-14-2023 11:00 AM,January-14-2023 01:00 PM,https://www.redfin.com/NY/Levittown/11-Clay-Ln-11756/home/20315410,OneKey,3442565,N,Y,40.7214356,-73.508039
PAST SALE,July-2-2019,Single Family Residential,142 Saddle Ln,Levittown,NY,11756,749999,5,2.0,Levittown,2122,6000,1948,63,353,,Pending,,,https://www.redfin.com/NY/Levittown/142-Saddle-Ln-11756/home/40046895,OneKey,3428423,N,Y,40.7118004,-73.5223021
MLS Listing,,Single Family Residential,20 Wantagh Ave,Levittown,NY,11756,539000,4,2.0,Levittown,,6000,1950,64,,,Active,,,https://www.redfin.com/NY/Levittown/20-Wantagh-Ave-11756/home/20313046,OneKey,3442325,N,Y,40.7243327,-73.4982938
PAST SALE,,Single Family Residential,350 Blacksmith Rd W,Levittown,NY,11756,579999,4,2.0,Levittown,,7920,1951,64,,,Pending,,,https://www.redfin.com/NY/Levittown/350-Blacksmith-Rd-W-11756/home/20365131,OneKey,3437011,N,Y,40.742102,-73.523162
MLS Listing,,Single Family Residential,41 Sky Ln,Levittown,NY,11756,499000,4,2.0,Levittown,,8000,1948,67,,,Active,,,https://www.redfin.com/NY/Levittown/41-Sky-Ln-11756/home/20314231,OneKey,3441806,N,Y,40.7114764,-73.5045381
PAST SALE,September-1-1976,Single Family Residential,25 Rolling Ln,Levittown,NY,11756,519000,3,1.0,Levittown,,6000,1950,68,,,Pending,,,https://www.redfin.com/NY/Levittown/25-Rolling-Ln-11756/home/20315182,OneKey,3432004,N,Y,40.7225531,-73.527272
PAST SALE,August-1-2000,Single Family Residential,830 Helene St,Wantagh,NY,11793,634900,5,2.0,Wantagh,1715,6000,1953,69,370,,Pending,,,https://www.redfin.com/NY/Wantagh/830-Helene-St-11793/home/20308740,OneKey,3439623,N,Y,40.7032354,-73.4977727
PAST SALE,January-31-2019,Single Family Residential,3903 Maywood Dr,Seaford,NY,11783,729000,4,2.0,Seaford,,10200,1953,69,,,Pending,,,https://www.redfin.com/NY/Seaford/3903-Maywood-Dr-11783/home/20294377,OneKey,3441240,N,Y,40.7178917,-73.4899308
PAST SALE,July-8-2022,Single Family Residential,77 Red Maple Dr N,Levittown,NY,11756,615000,4,1.5,Levittown,,6000,1951,70,,,Pending,,,https://www.redfin.com/NY/Levittown/77-Red-Maple-Dr-N-11756/home/20307191,OneKey,3433433,N,Y,40.7097402,-73.4966309
PAST SALE,,Single Family Residential,53 Old Farm Rd,Levittown,NY,11756,599000,5,2.0,Levittown,1890,8400,1947,70,317,,Pending,,,https://www.redfin.com/NY/Levittown/53-Old-Farm-Rd-11756/home/20370189,OneKey,3437752,N,Y,40.7330323,-73.5338686
MLS Listing,,Single Family Residential,184 Elm Dr,Levittown,NY,11756,550000,5,2.0,Levittown,2198,8125,1952,72,250,,Active,,,https://www.redfin.com/NY/Levittown/184-Elm-Dr-E-11756/home/20309816,OneKey,3438902,N,Y,40.7174338,-73.4952467
PAST SALE,April-23-2015,Single Family Residential,23 Sunrise Ln,Levittown,NY,11756,769000,5,2.0,Levittown,,6000,1948,73,,,Pending,,,https://www.redfin.com/NY/Levittown/23-Sunrise-Ln-11756/home/20315276,OneKey,3439653,N,Y,40.7166447,-73.5019847
PAST SALE,August-30-2022,Single Family Residential,84 Hilltop Rd,Levittown,NY,11756,999000,4,2.5,Levittown,,6000,1948,74,,,Pending,,,https://www.redfin.com/NY/Levittown/84-Hilltop-Rd-11756/home/20370487,OneKey,3384545,N,Y,40.730655,-73.5309994
PAST SALE,June-26-2017,Single Family Residential,43 Needle Ln,Levittown,NY,11756,649000,3,2.0,Levittown,,6000,1948,74,,,Pending,,,https://www.redfin.com/NY/Levittown/43-Needle-Ln-11756/home/20315040,OneKey,3425134,N,Y,40.7245214,-73.5053164
MLS Listing,,Single Family Residential,41 Pelican Rd,Levittown,NY,11756,599000,4,2.0,Levittown,1876,10626,1951,76,319,,Active,,,https://www.redfin.com/NY/Levittown/41-Pelican-Rd-11756/home/20362215,OneKey,3437153,N,Y,40.7386004,-73.5257534
MLS Listing,,Single Family Residential,31 Grey Ln,Levittown,NY,11756,638000,4,2.0,Levittown,1900,6100,1948,76,336,,Active,,,https://www.redfin.com/NY/Levittown/31-Grey-Ln-11756/home/20311813,OneKey,3439716,N,Y,40.7139284,-73.5063894
MLS Listing,,Single Family Residential,11 Star Ln,Levittown,NY,11756,1198888,5,4.5,Levittown,3850,6000,2022,83,311,,Active,,,https://www.redfin.com/NY/Levittown/11-Star-Ln-11756/home/20312839,OneKey,3438282,N,Y,40.7124699,-73.5061119
PAST SALE,February-28-2017,Single Family Residential,54 Woodpecker Ln,Levittown,NY,11756,639000,4,2.0,Levittown,1748,7200,1950,87,366,,Pending,,,https://www.redfin.com/NY/Levittown/54-Woodpecker-Ln-11756/home/20367526,OneKey,3429480,N,Y,40.7393511,-73.5256154
PAST SALE,March-9-2022,Single Family Residential,49 Sheep Ln,Levittown,NY,11756,1050000,5,3.5,Levittown,,6780,2022,90,,,Pending,,,https://www.redfin.com/NY/Levittown/49-Sheep-Ln-11756/home/20355833,OneKey,3413474,N,Y,40.7285957,-73.5092784
PAST SALE,February-16-2022,Single Family Residential,3683 Mallard Rd,Levittown,NY,11756,590000,4,2.0,Levittown,,6000,1949,92,,,Pending,,,https://www.redfin.com/NY/Levittown/3683-Mallard-Rd-11756/home/20349445,OneKey,3433614,N,Y,40.7321304,-73.4993478
MLS Listing,,Single Family Residential,352 Gardiners Ave,Levittown,NY,11756,540000,4,2.0,Levittown,,11552,1948,96,,,Active,January-14-2023 02:00 PM,January-14-2023 03:30 PM,https://www.redfin.com/NY/Levittown/352-Gardiners-Ave-11756/home/20315972,OneKey,3435748,N,Y,40.7163823,-73.5167764
PAST SALE,,Single Family Residential,,Wantagh,NY,11793,499777,3,2.0,Wantagh,,7040,1954,19,,,Pending,,,https://www.redfin.com/NY/Wantagh/Undisclosed-address-11793/home/20301594,OneKey,3439658,N,Y,40.7059224,-73.4987392
MLS Listing,,Single Family Residential,3680 Stokes Ave,Bethpage,NY,11714,795000,5,2.0,Bethpage,,6875,1953,96,,,Active,,,https://www.redfin.com/NY/Bethpage/3680-Stokes-Ave-11714/home/20355551,OneKey,3435652,N,Y,40.7333544,-73.4986011
MLS Listing,,Single Family Residential,28 Candle Ln,Levittown,NY,11756,579900,5,2.0,Levittown,1960,6000,1948,98,296,,Active,,,https://www.redfin.com/NY/Levittown/28-Candle-Ln-11756/home/20315750,OneKey,3435131,N,Y,40.7096315,-73.5220342
MLS Listing,,Single Family Residential,3591 Fiddler Ln,Bethpage,NY,11714,899000,3,2.0,Bethpage,,9792,1951,98,,,Active,,,https://www.redfin.com/NY/Bethpage/3591-Fiddler-Ln-11714/home/20354928,OneKey,3435116,N,Y,40.7411483,-73.5020077
PAST SALE,August-11-2022,Single Family Residential,89 Prentice Rd,Levittown,NY,11756,629000,5,2.0,Levittown,1590,5998,1949,100,396,,Pending,,,https://www.redfin.com/NY/Levittown/89-Prentice-Rd-11756/home/20354923,OneKey,H6208920,N,Y,40.7417049,-73.5056449
PAST SALE,September-29-2005,Single Family Residential,55 Club Ln,Levittown,NY,11756,513999,3,2.0,Levittown,,7100,1948,100,,,Pending,,,https://www.redfin.com/NY/Levittown/55-Club-Ln-11756/home/20315758,OneKey,3426155,N,Y,40.7070176,-73.5143982
PAST SALE,February-18-2011,Single Family Residential,18 Pintail Ln,Levittown,NY,11756,624888,5,2.0,Levittown,,7150,1950,101,,,Pending,,,https://www.redfin.com/NY/Levittown/18-Pintail-Ln-11756/home/20368756,OneKey,3410860,N,Y,40.7375835,-73.5333002
PAST SALE,December-26-1995,Single Family Residential,24 Scholar Ln,Levittown,NY,11756,538888,4,2.0,Levittown,,6000,1950,104,,,Pending,,,https://www.redfin.com/NY/Levittown/24-Scholar-Ln-11756/home/19999229,OneKey,3421488,N,Y,40.7415426,-73.5113017
PAST SALE,June-1-1977,Single Family Residential,3520 Courtney Ln,Bethpage,NY,11714,525000,4,2.0,Bethpage,1362,8000,1959,104,385,,Pending,,,https://www.redfin.com/NY/Bethpage/3520-Courtney-Ln-11714/home/20353001,OneKey,3411077,N,Y,40.742993,-73.5036176
MLS Listing,,Single Family Residential,251 Blacksmith Rd,Levittown,NY,11756,635000,4,2.0,Levittown,1547,6000,1951,104,410,,Active,,,https://www.redfin.com/NY/Levittown/251-Blacksmith-Rd-11756/home/20362676,OneKey,3429021,N,Y,40.7373932,-73.5219332
MLS Listing,,Condo/Co-op,713 Wantagh Ave #713,Wantagh,NY,11793,374990,1,1.0,Wantagh Oaks,,43866,1984,104,,250,Active,,,https://www.redfin.com/NY/Wantagh/713-Wantagh-Ave-11793/unit-713/home/182020173,OneKey,3433643,N,Y,40.706443,-73.5022259
MLS Listing,,Single Family Residential,341 Ferris Rd,Seaford,NY,11783,699000,4,3.0,Seaford,,6816,1953,106,,,Active,,,https://www.redfin.com/NY/Seaford/341-Ferris-Rd-11783/home/20293343,OneKey,3433181,N,Y,40.7168498,-73.4896263
MLS Listing,,Single Family Residential,95 Saddle Ln,Levittown,NY,11756,509000,4,1.0,Levittown,1050,5998,1948,110,485,,Active,,,https://www.redfin.com/NY/Levittown/95-Saddle-Ln-11756/home/20316782,OneKey,H6210274,N,Y,40.714312,-73.522072
MLS Listing,,Single Family Residential,63 Stevedore Ln,Levittown,NY,11756,779888,5,2.0,Levittown,,8645,1950,111,,,Active,,,https://www.redfin.com/NY/Levittown/63-Stevedore-Ln-11756/home/20354673,OneKey,3431398,N,Y,40.7372608,-73.507353
MLS Listing,,Single Family Residential,235 Orchid Rd,Levittown,NY,11756,534000,5,2.0,Levittown,,6900,1948,111,,,Active,,,https://www.redfin.com/NY/Levittown/235-Orchid-Rd-11756/home/20363989,OneKey,3432259,N,Y,40.7366449,-73.5205533
MLS Listing,,Single Family Residential,47 Sandpiper Ln,Levittown,NY,11756,799999,4,2.0,Levittown,,8892,1950,115,,,Active,,,https://www.redfin.com/NY/Levittown/47-Sandpiper-Ln-11756/home/20363548,OneKey,3429868,N,Y,40.741922,-73.5286986
PAST SALE,June-14-2018,Single Family Residential,3730 Stokes Ave,Bethpage,NY,11714,719990,5,2.0,Bethpage,,7257,1962,118,,,Pending,,,https://www.redfin.com/NY/Bethpage/3730-Stokes-Ave-11714/home/20351687,OneKey,3423340,N,Y,40.7331452,-73.4968062
MLS Listing,,Single Family Residential,32 Jupiter Ln,Levittown,NY,11756,599000,4,2.0,Levittown,,6000,1951,118,,,Active,,,https://www.redfin.com/NY/Levittown/32-Jupiter-Ln-11756/home/20355580,OneKey,3417028,N,Y,40.7334004,-73.5015466
MLS Listing,,Condo/Co-op,323 Hicksville Rd #2,Bethpage,NY,11714,249000,1,1.0,Crescent Woods,1125,,1968,118,221,1240,Active,,,https://www.redfin.com/NY/Bethpage/323-Hicksville-Rd-11714/unit-2/home/102517046,OneKey,3418583,N,Y,40.7330573,-73.4938825
MLS Listing,,Single Family Residential,15 Greenvale Ln,Levittown,NY,11756,639900,5,2.0,Levittown,,10020,1951,119,,,Active,,,https://www.redfin.com/NY/Levittown/15-Greenvale-Ln-11756/home/20363239,OneKey,3430317,N,Y,40.7367894,-73.5404815
MLS Listing,,Single Family Residential,16 Swan Ln,Levittown,NY,11756,560000,3,1.0,Levittown,,6000,1948,120,,,Active,,,https://www.redfin.com/NY/Levittown/16-Swan-Ln-11756/home/20315880,OneKey,3429893,N,Y,40.7125562,-73.5138417
PAST SALE,July-21-2022,Single Family Residential,58 Squirrel Ln,Levittown,NY,11756,630000,5,2.0,Levittown,,6500,1948,124,,,Pending,,,https://www.redfin.com/NY/Levittown/58-Squirrel-Ln-11756/home/20367134,OneKey,3424298,N,Y,40.7266756,-73.5183346
MLS Listing,,Condo/Co-op,703 Wantagh Ave #703,Wantagh,NY,11793,379990,1,1.0,Wantagh Oaks,900,43866,1984,127,422,250,Active,,,https://www.redfin.com/NY/Wantagh/703-Wantagh-Ave-11793/unit-703/home/181472891,OneKey,3428085,N,Y,40.705357,-73.5032736
PAST SALE,August-12-1998,Single Family Residential,45 Farm Ln,Levittown,NY,11756,649000,5,2.0,Levittown,2193,6000,1948,131,296,,Pending,,,https://www.redfin.com/NY/Levittown/45-Farm-Ln-11756/home/20314508,OneKey,3427571,N,Y,40.721262,-73.5237266
PAST SALE,March-29-2010,Single Family Residential,111 Sprucewood Dr,Levittown,NY,11756,649000,6,2.0,Levittown,2360,6000,1948,135,275,,Pending,,,https://www.redfin.com/NY/Levittown/111-Sprucewood-Dr-11756/home/20307197,OneKey,3409164,N,Y,40.7089272,-73.510114
MLS Listing,,Single Family Residential,18 Rosewood Ln,Wantagh,NY,11793,499000,3,2.0,Wantagh,1656,5998,1948,162,301,,Active,January-14-2023 12:00 PM,January-14-2023 02:00 PM,https://www.redfin.com/NY/Wantagh/18-Rosewood-Ln-11793/home/20309962,BNYMLS,465704,N,Y,40.708832,-73.4991431
MLS Listing,,Single Family Residential,99 Saddle Ln,Levittown,NY,11756,729000,5,2.0,Levittown,2600,6000,1948,170,280,,Active,,,https://www.redfin.com/NY/Levittown/99-Saddle-Ln-11756/home/20312041,OneKey,3418548,N,Y,40.7139858,-73.5222165
PAST SALE,,Single Family Residential,5 Chapel Ln,Levittown,NY,11756,479000,4,1.0,Levittown,,8670,1948,179,,,Pending,,,https://www.redfin.com/NY/Levittown/5-Chapel-Ln-11756/home/20311466,OneKey,3407960,N,Y,40.7147625,-73.5211976
MLS Listing,,Single Family Residential,2 Horn Ln,Hicksville,NY,11801,675000,4,2.0,Hicksville,,7920,1948,183,,,Active,,,https://www.redfin.com/NY/Hicksville/2-Horn-Ln-11801/home/20363673,OneKey,3415242,N,Y,40.7435091,-73.5229463
PAST SALE,November-29-2016,Condo/Co-op,273 N Newbridge Rd Unit 2A,Levittown,NY,11756,429000,2,2.0,Newbridge Garden Condo,,158240,1968,185,,503,Pending,,,https://www.redfin.com/NY/Levittown/273-N-Newbridge-Rd-11756/unit-2A/home/20372741,OneKey,3402943,N,Y,40.7307559,-73.5408709
PAST SALE,March-22-2006,Single Family Residential,125 Sunrise Ln,Levittown,NY,11756,825000,6,2.5,Levittown,,7070,2020,189,,,Pending,,,https://www.redfin.com/NY/Levittown/125-Sunrise-Ln-11756/home/20316391,OneKey,3405564,N,Y,40.7160104,-73.5078517
PAST SALE,June-29-2004,Single Family Residential,14 Lily Ln,Levittown,NY,11756,399000,2,1.0,Levittown,,6000,1948,196,,,Pending,,,https://www.redfin.com/NY/Levittown/14-Lily-Ln-11756/home/20371323,OneKey,3081028,N,Y,40.7349322,-73.5174695
MLS Listing,,Single Family Residential,33 Potter Ln,Levittown,NY,11756,575000,4,2.0,Levitt,,7700,1951,210,,,Active,,,https://www.redfin.com/NY/Levittown/33-Potter-Ln-11756/home/20363502,OneKey,3407004,N,Y,40.7416004,-73.5207013
MLS Listing,,Multi-Family (2-4 Unit),760 Gardiners Ave,Levittown,NY,11756,770000,4,3.0,Levittown,2200,4620,1897,215,350,,Active,,,https://www.redfin.com/NY/Levittown/760-Gardiners-Ave-11756/home/20312220,OneKey,3407219,N,Y,40.7055075,-73.5132479
PAST SALE,,Single Family Residential,22 Family Ln,Levittown,NY,11756,400000,3,1.0,Levittown,,6000,1948,32,,,Pending,,,https://www.redfin.com/NY/Levittown/22-Family-Ln-11756/home/20365133,OneKey,3378702,N,Y,40.740997,-73.5229003
MLS Listing,,Single Family Residential,22 Tarry Ln,Levittown,NY,11756,599000,5,2.0,Levittown,,6000,1948,265,,,Active,,,https://www.redfin.com/NY/Levittown/22-Tarry-Ln-11756/home/20315352,OneKey,3392664,N,Y,40.7228581,-73.5105195
MLS Listing,,Single Family Residential,32 Cliff Ln,Levittown,NY,11756,659000,5,2.0,Levittown,,6000,1948,267,,,Active,,,https://www.redfin.com/NY/Levittown/32-Cliff-Ln-11756/home/20312603,OneKey,3392603,N,Y,40.7138365,-73.5270433
PAST SALE,,Single Family Residential,Lot #1 Heron Ct,Levittown,NY,11756,998888,5,3.0,Heron Estates,3100,6200,2021,412,322,,Pending,,,https://www.redfin.com/NY/Levittown/Lot-1-Heron-Ln-11756/home/173331894,OneKey,3257336,N,Y,40.737076,-73.529025
PAST SALE,,Single Family Residential,Lot #2 Heron Ct,Levittown,NY,11756,998888,5,3.0,Heron Estates,3100,6200,2021,425,322,,Pending,,,https://www.redfin.com/NY/Levittown/Lot-2-Heron-Ln-11756/home/173332052,OneKey,3257353,N,Y,40.737076,-73.529025
PAST SALE,,Single Family Residential,Lot #6 Heron Ct,Levittown,NY,11756,948888,5,3.0,Heron Estates,3100,6200,2021,316,306,,Pending,,,https://www.redfin.com/NY/Levittown/Lot-6-Heron-Ln-11756/home/173332433,OneKey,3257396,N,Y,40.737076,-73.529025
PAST SALE,,Single Family Residential,Lot #4 Heron Ct,Levittown,NY,11756,948888,5,3.0,Heron Estates,3100,6200,2021,412,306,,Pending,,,https://www.redfin.com/NY/Levittown/Lot-4-Heron-Ln-11756/home/173332230,OneKey,3257370,N,Y,40.737076,-73.529025
PAST SALE,,Single Family Residential,Lot #8 Heron Ct,Levittown,NY,11756,898888,5,3.0,Heron Estates,3100,6200,2021,412,290,,Pending,,,https://www.redfin.com/NY/Levittown/Lot-8-Heron-Ln-11756/home/173332819,OneKey,3257433,N,Y,40.737076,-73.529025
PAST SALE,,Single Family Residential,Lot #9 Heron Ct,Levittown,NY,11756,898888,5,3.0,Heron Estates,3100,6200,2021,412,290,,Pending,,,https://www.redfin.com/NY/Levittown/Lot-9-Heron-Ln-11756/home/178943753,OneKey,3257442,N,Y,40.737076,-73.529025
For-Sale-by-Owner Listing,,Single Family Residential,41 Morning Glory Rd,Levittown,NY,11756,469000,3,1.0,Levittown,1050,,1948,36,447,,Active,,,https://www.redfin.com/NY/Levittown/41-Morning-Glory-Rd-11756/home/20368545,FSBO.com,533677,N,Y,40.7361509,-73.5274561
For-Sale-by-Owner Listing,,Single Family Residential,24 Pelican Rd,Levittown,NY,11756,1130000,4,3.0,Levittown,2600,,2022,69,435,,Active,,,https://www.redfin.com/NY/Levittown/24-Pelican-Rd-11756/home/20367426,FSBO.com,533447,N,Y,40.7382038,-73.5269959
